"Item","POS","Aff_Score","Neg_Score"
"'s of","",-0.337627906976744,-0.354976744186047
"'s or","",-0.228333333333333,-0.306
"'s pattern","",2.016,2.056
"'s pivot","",2.68742007434944,2.73431734317343
"'s","PO",0.0217014808431304,-0.0751025641025641
"'s range","",0.869333333333333,0.905777777777778
"'s rNUM","",5.198,5.263
"'s see","",0.228957831325301,0.233710843373494
"'s show","",-0.114444444444444,-0.105333333333333
"'s sNUM","",2.76013888888889,2.8636052631579
"'s so","",-0.279,-0.256666666666666
"'s soon","",-0.467307692307693,-0.451923076923077
"'s still","",-1.01836363636364,-1.01836363636364
"'s support","",-0.54,-0.521538461538462
"'s take","",-0.566571428571429,-0.549428571428572
"'s target","",1.50184782608696,1.5375
"'s the","",0.372410714285714,0.421553571428572
"'s this","",-0.110181818181818,-0.13825
"'s tkr","",-0.219,-0.168228571428572
"'s to","",0.452461538461538,0.472573839662447
"'s tomorrow","",-2.004,-1.97733333333333
"'s trade","",-0.442285714285715,-0.553
"'s trading","",-0.00133333333333333,-0.0602631578947368
"'s volume","",1.20065217391304,1.243
"'s wait","",-0.304363636363637,-0.289454545454546
"'s why","",-0.508666666666666,-0.491696969696969
"'s you","",-0.0765,-0.0665
"'til","RB",-0.05175,0.044
"!:)","EM",1.919,2.056
"$","$",-0.181653750155136,-0.214399141630901
"$ and","",1.24711111111111,1.28266666666667
"$ area","",0.923636363636363,0.96
"$ at","",0.931333333333334,0.968
"$ be","",0.859034482758621,0.67448275862069
"$ in","",1.16566666666667,1.08246666666667
"$ so","",-0.187272727272727,-0.289454545454546
"$ study","",-0.911818181818183,-0.893636363636364
"$ the","",-1.4772,-1.3374
"$ tkr","",-0.55816129032258,-0.548096774193548
"$ today","",0.914782608695652,0.708695652173913
"% %","",0.58125,0.61125
"%","NN",-0.0629088643156638,1.5075
"% num","",0.432352941176471,0.349611111111111
"% of","",-0.340093023255814,-0.254608695652174
"% r","",-0.837296296296296,-0.763285714285714
"& a","",0.346161290322581,0.357677419354839
"& above","",2.04134615384616,2.17918518518519
"& at","",-0.1435,-0.198153846153846
"& back","",1.39764705882353,1.51488888888889
"& below","",-1.8459375,-1.94823529411765
"& beyond","",1.9,2.056
"& bounce","",1.14712765957447,1.03982978723404
"& c","",-0.140454545454546,-0.129272727272727
"& can","",-0.210769230769231,-0.23
"&","CC",-0.182417530500982,-0.0989419354838711
"& change","",-0.187272727272727,-0.289454545454546
"& chart","",0.710416666666667,0.862583333333334
"& co.","",-0.4024,-0.558636363636364
"& confirm","",-0.684461538461539,-0.666000000000001
"& continue","",0.931333333333334,0.968
"& could","",-0.75825,-0.68355
"& cross","",2.485,2.526
"& d","",0.550636363636364,0.644
"& do","",-0.292190476190476,-0.264363636363637
"& eve","",0.81,0.8469
"& expect","",-0.988799999999999,-1.105875
"& fail","",-2.52681818181818,-2.49513636363636
"& fall","",-1.79,-1.76266666666667
"& fib","",-1.81976470588235,-1.79082352941177
"& figure","",-0.493888888888889,-0.5028
"& follow","",0.632666666666667,0.6682
"& gap","",-0.529166666666667,-0.512083333333334
"& gas","",0.552066666666667,0.5876
"& get","",-0.184736842105263,-0.172105263157895
"& good","",1.55084210526316,1.58968421052632
"& I","",0.510762711864407,0.628451612903226
"& if","",-0.1755,-0.1635
"& info","",-2.358,-2.328
"& it","",-0.479578947368422,-0.39865
"& l","",-0.419384615384616,-0.406769230769231
"& look","",0.566076923076923,0.654622641509434
"& market","",-0.3936,-0.383619047619048
"& may","",1.9,1.941
"& monthly","",-1.06430434782609,-1.04113043478261
"& more","",-0.1485,-0.1845
"& move","",0.931333333333334,1.07353846153846
"& no","",-0.276869565217392,-0.276869565217392
"& not","",-0.328821428571429,-0.328821428571429
"& num","",-0.219840579710145,-0.207789855072464
"& on","",-0.126230769230769,-0.117
"& other","",1.1286,1.2802380952381
"& over","",2.016,2.163
"& p.","",-1.82785714285714,-1.79928571428571
"& pullback","",1.941,1.941
"& r","",-0.928205128205129,-0.907692307692308
"& ready","",-0.228272727272727,-0.217090909090909
"& resistance","",-0.693169811320755,-0.673547169811321
"& rise","",1.23636363636364,1.31567647058824
"& roll","",-1.04018181818182,-1.01836363636364
"& s","",-1.07713008130081,-1.05292307692308
"& s.","",-0.71239603960396,-0.661733333333334
"& see","",0.727111111111111,0.905777777777778
"& silver","",-0.646363636363637,-0.646363636363637
"& smaNUM","",-1.36189830508475,-1.33749152542373
"& stoch","",0.727111111111111,0.762666666666667
"& stochastic","",-0.896727272727272,-0.87490909090909
"& stock","",-0.366666666666666,-0.279076923076923
"& support","",-0.387,-0.372
"& t","",0.4808,0.398162162162162
"& take","",0.536421052631579,0.570947368421053
"& target","",-0.480727272727273,-0.466181818181819
"& that","",-0.0955263157894736,-0.204909090909091
"& then","",-0.135849056603773,-0.179444444444445
"& this","",-0.262730769230769,-0.248538461538461
"& tl","",1.75904347826087,1.79730434782609
"& type","",2.016,2.056
"& up","",3.016,3.056
"& volume","",3.363,2.30288524590164
"& wait","",1.13471428571429,1.43623529411765
"& x","",1.16029411764706,1.19647058823529
"& you","",1.41785714285714,1.17448275862069
".:-)","EM",0.934918918918919,1.00583783783784
".:)","EM",2.793,3
".NUM","NN",0.0567457627118644,0.268333333333333
".NUM","RB",0.5576,0.6358
".NUM.NUM","NN",0.73764705882353,0.911736842105263
":-(","EM",-0.779625,-0.779625
":-)","EM",0.419775,0.419775
":-))","EM",2.604,2.604
":(","EM",-0.165516483516484,-0.165516483516484
":)","EM",1.02492250922509,1.02492250922509
":))","EM",1.51944444444444,1.51944444444444
":).","EM",0.177727272727273,0.177727272727273
":/","EM",-0.117222222222222,-0.117222222222222
":D","EM",1.35870967741935,1.35870967741935
":p","EM",-0.0585454545454546,-0.0585454545454546
":P","EM",-1.2545945945946,-1.2545945945946
";-)","EM",0.5016,0.6232
";)","EM",0.784554744525547,0.721883211678832
"@","IN",0.745,0.784166666666666
"@","SY",1.82990769230769,1.54740909090909
"^ complete","",4.043,4.084
"^ imminent","",3.93,3.971
"^","NN",5.5055593220339,3.7039797979798
"^","RB",3.48648,3.51957333333333
"^","VB",3.41728301886792,3.48152727272727
"_","NN",-0.04004,-0.03388
"|","NN",-0.0210786516853933,-0.00975280898876405
"|","RB",-0.223090909090909,-0.217090909090909
"|","VB",-0.101176470588235,-0.0947058823529413
"~ enjoy","",3.988,4.028
"~","NN",0.2436,-0.084923076923077
"~","RB",2.1009375,2.32564705882353
"~","VB",0.111698630136986,0.0912162162162163
"~:)","EM",2.334,2.604
"+ +","",2.28926966292135,1.00975
"+ addition","",5.161,5.201
"+ before","",2.485,2.526
"+ by","",3.839,3.91
"+","CC",1.53965007600699,0.69469696969697
"+ chart","",3.93,3.971
"+ close","",2.9,2.941
"+ come","",2.9,3
"+ cross","",3.07,3.111
"+ day","",1.61311111111111,1.65088888888889
"+ from","",2.708,2.748
"+ gain","",1.86995454545455,1.29195652173913
"+ handle","",3.222,3.263
"+ in","",2.04025641025641,2.10957627118644
"+ last","",1.20065217391304,1.23808695652174
"+ move","",4.097,4.214
"+ next","",2.222,2.263
"+ or","",1.9,2.056
"+ point","",-0.8835,-0.793655172413793
"+ r","",1.9,1.941
"+ run","",1.68625,1.72425
"+ s","",-1.4979512195122,-1.47453658536585
"+ since","",4.48831481481482,4.52757407407408
"+ soon","",4.016,4.056
"+ stock","",2.637,2.815
"+ target","",2.123,2.163
"+ this","",3.485,3.604
"+ to","",1.55084210526316,1.6606
"+ today","",1.50346341463415,1.61861904761905
"+ volume","",3.27,3.31
"+NUM","NN",-0.331785714285714,-0.323928571428571
"<<","NN",-0.0114545454545455,-0.00545454545454546
"= $","",1.00267857142857,1.03839285714286
"= ^","",5.016,5.084
"= +","",1.9,1.941
"= bear","",-2.76375,-2.733
"= bearish","",-4.35581967213115,-4.45504761904762
"= cd","",-0.951016949152542,-0.907406779661016
"= higher","",2.9,2.941
"=","JJ",-0.32513314849307,-0.271770491803279
"= more","",1.06473684210526,1.10052631578947
"= not","",-1.76266666666667,-1.76266666666667
"= NUMm","",1.9,1.941
"= sell","",-3.51428571428571,-3.47914285714286
"=","SY",-0.355,-0.348125
"=)","EM",1.21269565217391,1.26060869565217
"=))","EM",2.056,2.056
"=P","EM",0.855454545454545,0.855454545454545
">>","NN",-0.26388679245283,-0.221324074074074
">>","RB",-0.803999999999999,-0.641
">> tkr","",-4.14646153846154,-4.10861538461538
"a-b-c","JJ",-0.0912,-0.0846
"a +","",1.05718181818182,1.16825714285714
"a a","",0.734125,0.888888888888889
"a absolute","",2.637,2.678
"a additional","",0.825,0.974769230769231
"a amazing","",1.3065652173913,1.39883333333333
"a announcement","",0.818181818181818,0.968
"a area","",-0.5824,-0.708333333333333
"a asc","",2.403,2.443
"a b","",-0.365818181818182,-0.512083333333334
"a baby","",-0.423076923076924,-0.323928571428571
"a back","",-0.635,-0.6145
"a bailout","",-1.67933333333333,-1.67933333333333
"a bear","",-1.72304371584699,0.1155
"a bearish","",-4.70637037037037,-2.70409090909091
"a beating","",-0.892058823529411,-0.87035294117647
"a bet","",-0.427777777777778,-0.271526315789474
"a better","",-0.200358490566038,0.66
"a bid","",1.37454545454545,0.880830508474576
"a bigger","",-0.282092307692307,-0.24
"a bit","",0.345614541179294,0.223333333333333
"a black","",-0.3864,-0.3864
"a blockbuster","",2.016,2.163
"a blow","",-0.156285714285714,-0.275
"a boat","",0.158333333333333,0.191666666666667
"a boost","",3.07,3.163
"a brand","",0.7335,0.7335
"a break","",0.294134251290878,0.306581196581196
"a breakdown","",-4.01168181818182,-4.01688888888889
"a brick","",-1.557,-1.2954
"a brief","",-0.128333333333333,-0.117222222222222
"a bull","",0.572611570247934,-0.0926470588235296
"a bullish","",2.1641214953271,-1.69733333333333
"a business","",-0.258545454545455,-0.1925
"a buying","",1.60089552238806,1.68154411764706
"a c","",0.158333333333333,0.191666666666667
"a candle","",-0.529166666666667,-0.493076923076924
"a case","",0.0401818181818182,0.281833333333333
"a cash","",0.364692307692308,0.581142857142857
"a cbo","",1.9,2.056
"a certain","",0.0744,0.0744
"a champ","",0.374736842105263,0.408421052631579
"a chance","",0.86056,0.3016
"a channel","",-0.220875,-0.222068965517242
"a charm","",-0.190551724137931,-0.157344827586207
"a chart","",-0.27968817204301,-0.132615384615385
"a cheaper","",-0.1089,-0.329818181818182
"a chinese","",-0.731,-0.896727272727272
"a classic","",-0.445,-0.512083333333334
"a cliff","",-1.58312903225807,-1.44178125
"a close","",-0.111941176470588,-0.106796116504854
"a closer","",-0.7925,-0.7725
"a clue","",-0.363785714285714,-0.315272727272728
"a come","",1.04278571428571,0.674625
"a complete","",-0.567916666666667,-0.549428571428572
"a concern","",-1.04130434782609,-0.924882352941176
"a confirm","",-0.491521739130435,-0.512083333333334
"a confirmation","",0.47855,0.5134
"a confluence","",2.959,3
"a continuation","",1.60746808510638,1.55617605633803
"a continue","",-0.529166666666667,-0.407307692307693
"a continued","",-0.228333333333333,-0.348846153846154
"a convincing","",-0.129272727272727,-0.129272727272727
"a core","",1.18774193548387,1.22477419354839
"a correction","",-0.891250000000001,-0.738095238095238
"a crash","",-2.56928571428572,-2.8039375
"a current","",1.30278571428571,1.33992857142857
"a daily","",-0.579072289156626,-0.562761904761904
"a day","",0.323620481927711,0.302689655172414
"a dead","",-1.65440625,-1.61065714285714
"a death","",-3.11807692307692,-2.8039375
"a decision","",1.86571428571428,1.49868
"a decline","",-3.06666666666667,-2.74465
"a definite","",-0.1545,-0.1422
"a descend","",-0.820159090909091,-0.846933333333333
"a diff","",0.937846153846154,0.974769230769231
"a difference","",-0.351272727272728,-0.351272727272728
"a dime","",-0.20125,-0.0480645161290322
"a do","",-0.3864,-0.3864
"a dog","",-2.20170454545455,-2.19959090909091
"a dojus","",-0.451526315789474,-0.469655172413793
"a downside","",-4.04769230769231,-4.01076923076923
"a drop","",-1.65333333333333,-0.604
"a","DT",0.0196263003394021,-0.0631522984276763
"a dt","",0.931333333333334,0.968
"a early","",-0.0429333333333334,-0.0905625
"a earnings","",-0.218536585365853,-0.283906976744186
"a end","",-0.470081967213115,-0.408467741935484
"a entry","",1.87859154929577,1.70818181818182
"a eod","",1.47105882352941,1.50964705882353
"a exciting","",2.403,2.443
"a extended","",-0.8425,-0.822
"a extension","",0.0744,0.0744
"a fairly","",0.158333333333333,0.191666666666667
"a false","",-0.868030303030303,-0.905823529411764
"a fast","",-0.591555555555555,-0.4456
"a feeling","",1.0137358490566,1.07055555555556
"a fight","",-0.279,-0.549428571428572
"a financial","",-0.051923076923077,-0.0426923076923077
"a first","",0.34255,0.4471
"a flag","",1.29011494252874,1.07595505617978
"a floor","",0.9468,0.581142857142857
"a flush","",-1.50631578947368,-1.48105263157895
"a follow","",0.790144927536231,0.716714285714286
"a fork","",-2.96583333333333,-2.9325
"a fortune","",-0.210769230769231,-0.214666666666666
"a free","",-0.869887659794257,-0.6784
"a friend","",0.805263157894737,0.230727272727273
"a fun","",0.587142857142857,0.747290322580645
"a future","",-0.458333333333334,-0.591692307692308
"a game","",0.370636363636364,0.345833333333333
"a giant","",-0.458333333333334,-0.377916666666667
"a gift","",1.49995588235294,1.65650704225352
"a global","",-0.423076923076924,-0.323928571428571
"a go","",2.04437037037037,2.08288888888889
"a gold","",1.13471428571429,1.1788
"a green","",0.980583333333334,1.08257142857143
"a guess","",0.266538461538462,0.500933333333333
"a guy","",-0.289285714285714,-0.275
"a h","",-2.78006557377049,-2.75915151515152
"a hair","",-0.135882352941177,-0.124117647058824
"a half","",0.43837037037037,0.561103448275862
"a hammer","",0.799137931034482,0.762516129032258
"a handle","",2.17640677966102,2.2591
"a hard","",-0.525000000000001,-0.4284
"a have","",-0.302333333333333,-0.302333333333333
"a hawk","",0.259411764705882,0.293176470588235
"a head","",-1.63179069767442,-1.52024444444444
"a hint","",0.9144,1.05727272727273
"a history","",-0.279,-0.265333333333333
"a hit","",0.212423076923077,0.419166666666667
"a hold","",1.57074285714286,1.4673698630137
"a hole","",-1.4178,-1.3932
"a home","",0.825,1.07992857142857
"a hour","",0.0612972972972973,0.0915675675675676
"a huge","",0.644535872086134,0.113826086956522
"a hurry","",-0.150896551724138,-0.16030303030303
"a important","",-0.40035593220339,-0.4164
"a indicator","",-1.28005263157895,-1.1594
"a insider","",0.740909090909091,0.740909090909091
"a interesting","",-0.196785714285714,-0.183214285714286
"a intraday","",-0.720314285714286,-0.652138888888889
"a inv","",0.931333333333334,1.16584615384615
"a inverse","",2.18565217391304,2.31223404255319
"a investor","",0.0966428571428572,-0.0636111111111112
"a itch","",2.123,2.163
"a key","",-0.400223300970874,-0.388864077669903
"a la","",-1.16971428571428,-1.14685714285714
"a larger","",-0.425276595744681,-0.450833333333334
"a lead","",-0.988799999999999,-0.967466666666666
"a leg","",-0.529166666666667,-0.512083333333334
"a lesson","",0.158333333333333,0.191666666666667
"a lifetime","",0.923636363636363,0.96
"a likely","",-0.279,-0.348846153846154
"a limit","",1.2328125,1.27125
"a longer","",-0.414389830508474,-0.398796610169491
"a look","",0.142076335877863,0.166259541984733
"a lose","",-3.76727272727273,-3.87658333333333
"a loss","",-0.681942857142858,-0.585540540540541
"a lot","",0.168401800570536,0.148173913043478
"a lotto","",-0.366666666666666,-0.353
"a lovely","",0.6975,0.7335
"a macd","",1.0107,1.11285714285714
"a magnet","",-0.53258064516129,-0.578375
"a major","",-0.350906474820144,-0.365374100719424
"a man","",0.466266666666667,0.500933333333333
"a market","",-0.289205479452054,-0.244556962025316
"a massive","",0.138666666666667,0.204190476190476
"a mess","",-3.59419230769231,-3.55880769230769
"a minimum","",-0.732789473684211,-0.713842105263158
"a miracle","",-1.23507692307692,-1.23507692307692
"a miss","",-0.873703703703703,-0.714310344827586
"a mistake","",0.174428571428571,0.3599375
"a mobile","",1.9,2.056
"a momentum","",0.937846153846154,1.0287037037037
"a momo","",2.016,2.056
"a Monday","",2.123,2.443
"a money","",0.296666666666667,0.296666666666667
"a monster","",1.43203571428571,1.49155357142857
"a more","",0.0915348837209302,-0.0711818181818182
"a move","",0.876677966101695,0.192111111111111
"a much","",-0.269848484848485,-0.315636363636363
"a multiple","",-0.365818181818182,-0.351272727272728
"a must","",-0.302333333333333,-0.320117647058823
"a no","",0.945428571428571,0.945428571428571
"a normal","",1.13471428571429,1.17278571428571
"a not","",-0.289454545454546,-0.289454545454546
"a note","",-0.05625,-0.04625
"a NUM-NUM","",-1.14092307692308,-1.11630769230769
"a NUM-week","",2.123,2.163
"a num","",0.112380001559215,-0.0132173913043478
"a NUMmin","",-1.20108333333333,-1.20108333333333
"a NUMnd","",0.54262962962963,0.577555555555556
"a NUMpt","",1.9,1.941
"a NUMth","",-0.732789473684211,-0.7595
"a old","",1.19545454545455,1.31931428571429
"a opportunity","",-0.1986875,-0.2041875
"a outside","",-1.73735294117647,-1.56717647058824
"a overall","",-1.4178,-1.3932
"a p/b","",0.6975,0.7335
"a p/e","",-0.731,-0.348846153846154
"a parallel","",2.775,2.815
"a part","",2.315,2.678
"a pattern","",-0.447652173913043,-0.4064
"a pause","",-0.156285714285714,-0.144857142857143
"a pb","",-0.198153846153846,-0.198153846153846
"a pe","",0.740909090909091,0.740909090909091
"a pennant","",1.00159459459459,1.07726315789474
"a phone","",-0.118823529411765,-0.0720000000000001
"a place","",-0.168307692307692,-0.256666666666666
"a play","",1.145625,1.27125
"a point","",0.673026315789474,0.823375
"a pop","",1.18128205128205,-0.251
"a position","",1.10897368421053,1.03898734177215
"a powerful","",2.66984210526316,2.1185
"a pr","",2.315,2.526
"a premium","",-0.765909090909092,-0.758769230769232
"a price","",-0.228745098039216,-0.245818181818182
"a problem","",-0.7664,-0.3496
"a product","",-1.25838461538461,-0.9425
"a profit","",-0.0686829268292682,-0.131511627906977
"a profitable","",-1.0795,-1.0795
"a pt","",-0.664545454545455,-0.646363636363637
"a pump","",-2.56928571428572,-1.665125
"a pyramid","",-0.641,-0.641
"a quarter","",0.4077,0.670173913043479
"a quick","",-0.0271654684585961,-0.0138666666666667
"a quiet","",2.315,2.443
"a r","",-0.529166666666667,-0.512083333333334
"a range","",0.578605263157895,0.630025974025974
"a rare","",-0.167352941176471,-0.155588235294118
"a re-test","",-1.3478125,-1.32346875
"a really","",1.02090909090909,1.05727272727273
"a reasonable","",0.669318181818182,0.407260869565217
"a recent","",1.79444444444444,1.83316666666667
"a relatively","",-0.351272727272728,-0.351272727272728
"a reminder","",-2.12188235294118,-2.20927777777778
"a repeat","",0.482571428571428,0.348545454545454
"a resistance","",-0.247361111111111,-0.220315789473684
"a resolution","",-0.051923076923077,-0.144857142857143
"a retrace","",-1.01611111111111,-0.888648648648649
"a retracement","",-2.35766666666667,-2.32833333333333
"a return","",-0.707000000000001,-0.687866666666667
"a right","",-0.636066666666667,-0.63764705882353
"a rise","",-0.349363636363637,-0.321929203539823
"a rough","",-0.171666666666666,-0.18112
"a row","",0.185044247787611,0.209692307692308
"a run","",1.90541981132075,1.99828837209302
"a s","",-1.01069230769231,-0.822
"a safe","",0.625714285714286,0.2848
"a scalp","",0.227620689655172,0.282344827586207
"a screen","",-0.129272727272727,-0.129272727272727
"a sec","",0.552066666666667,0.59325
"a secular","",-2.18866666666667,-2.18866666666667
"a sell","",-3.03821428571428,0.212142857142857
"a seller","",-0.587368421052631,-0.62145
"a selloff","",-0.636066666666667,-0.5184375
"a series","",-0.8425,-0.822
"a set","",-0.423076923076924,-0.275
"a settlement","",3.403,3.782
"a share","",0.496716216216216,0.989142857142857
"a sharp","",-1.39681358491348,-1.45408
"a short-term","",-0.287,-0.273666666666666
"a shot","",0.572220338983051,0.511728813559322
"a signal","",-0.587555555555555,-0.516
"a significant","",-0.529285714285714,-0.575276595744681
"a slight","",-0.190431372549019,-0.165960784313725
"a smart","",0.524588235294118,0.74715
"a smile","",2.016,2.056
"a spec","",2.222,2.356
"a special","",1.12016666666667,1.243
"a spike","",0.7875,0.982807692307693
"a squeeze","",1.975578125,1.07785074626866
"a stab","",2.123,1.07992857142857
"a start","",-0.0920000000000001,-0.0805714285714286
"a steal","",3.445,3.526
"a step","",-0.228333333333333,-0.214666666666666
"a story","",-0.30132,-0.162964285714286
"a strategy","",-0.04625,-0.04625
"a stronger","",1.04813333333333,1.27125
"a stupid","",0.7335,0.7335
"a sudden","",0.338642857142857,0.1304
"a surprise","",-0.707000000000001,-0.496714285714286
"a swing","",0.726110344827587,0.706297297297297
"a symmetrical","",0.153055555555556,0.185277777777778
"a tad","",0.339545454545454,0.372272727272727
"a takeover","",1.55515,1.79359090909091
"a target","",-0.317288288288288,-0.298421052631579
"a tear","",1.74375,1.78125
"a tech","",-0.23264705882353,-0.214666666666666
"a technical","",-0.342631578947368,-0.261428571428571
"a tell","",-0.310545454545455,-0.296
"a thing","",0.637185185185185,1.01293548387097
"a third","",-0.529166666666667,-0.687866666666667
"a thought","",-0.106764705882353,-0.0947058823529413
"a thread","",-2.07563636363636,-2.04654545454545
"a tiny","",0.27,0.403714285714286
"a tkr","",0.0517090909090909,-0.0952
"a tl","",0.673913043478261,0.708695652173913
"a total","",0.924484848484849,0.960515151515152
"a touch","",0.825,0.862583333333334
"a trade","",0.272795698924731,0.950434782608695
"a trader","",-0.1755,-0.222923076923077
"a trading","",-0.268,-0.203657142857143
"a trap","",-2.2462,-2.46923529411765
"a trendline","",-0.687619047619047,-0.7645
"a triangle","",0.2808,0.3128
"a trigger","",2.28387096774194,2.40969696969697
"a trip","",-0.585,-0.746
"a turd","",-2.44428571428571,-2.415
"a turnaround","",-0.311538461538462,-0.309642857142857
"a update","",-0.144,-0.116285714285714
"a upside","",2.18113636363636,2.31
"a upward","",1.26722580645161,1.30771875
"a vacuum","",2.637,1.58968421052632
"a value","",-0.100833333333333,-0.0355
"a very","",0.13536,0.207692307692308
"a volatile","",2.222,2.356
"a wait","",0.0455,0.3204
"a wall","",-0.721411764705883,-0.669777777777777
"a way","",-0.38022641509434,-0.3468
"a week","",0.227388235294118,2.476
"a while","",0.224658536585366,1.05175
"a win","",1.04229411764706,0.969166666666666
"a wonderful","",0.546,0.646
"a year","",0.195440366972477,0.2895
"a yes","",0.771428571428571,0.806571428571428
"a.","NN",-0.452625,-0.477944444444445
"a.m","RB",-0.101176470588235,-0.142421052631579
"a.m.","NN",0.0559393939393939,-0.0138823529411765
"a.m.","RB",0.1928,0.2104
"a/d","JJ",-0.351272727272728,-0.351272727272728
"a/d","NN",0.62656,0.64592
"a/h","JJ",-0.107466666666667,-0.0665
"a/h","NN",1.00934615384615,1.17448275862069
"aaius","NN",0.0568,0.0744
"aamrq","NN",0.0255,0.042
"aaple","NN",1.8645,0.968
"ab =","",-0.947934426229508,-0.869161290322581
"ab","NN",-0.768202898550725,-0.714
"abandon ship","",-3.7296,-3.84454545454545
"abandon","VB",-1.4418,-1.3842962962963
"abc breakout","",4.36,4.4
"abc bullish","",4.31244444444444,4.35180952380952
"abc","NN",0.614868571428572,0.631714285714286
"abc pattern","",0.802153846153846,0.836
"abc target","",0.9144,0.9504
"abcd","NN",-0.951272727272726,-0.939272727272726
"abd","NN",0.810882352941177,0.830294117647059
"abe","NN",-0.5415,-0.483666666666666
"ability","NN",0.696666666666666,0.821935483870968
"ability to","",0.93625,1.06225
"able","JJ",0.0443697478991597,-0.729615384615384
"able to","",0.0119298245614035,-0.72090625
"aboard","IN",1.54366666666667,1.56383333333333
"about all","",-0.126230769230769,-0.124117647058824
"about apple","",2.485,2.815
"about be","",0.162857142857143,0.674625
"about get","",0.557375,0.674625
"about how","",-0.385736842105263,-0.18368
"about","IN",0.0655943823616978,0.16068284278988
"about it","",1.21086585365854,-0.0156857142857143
"about","RB",0.288531914893617,0.114705882352941
"about ready","",1.1495,1.18616666666667
"about right","",-0.8425,-0.767200000000001
"about they","",0.126777777777778,0.407260869565217
"about this","",-0.0551851039284387,-0.413837837837837
"about time","",0.36146511627907,0.31125
"about to","",-0.151785714285714,0.0392857142857143
"about today","",0.63875,0.6358
"about we","",1.941,1.941
"about you","",-0.0703333333333333,-0.0327
"above all","",2.86340909090909,2.95918181818182
"above avg","",2.74741935483871,2.80645161290323
"above breakout","",4.601,4.641
"above desc","",2.016,2.163
"above downtrend","",2.9,2.941
"above ema","",1.75384615384615,1.79169230769231
"above emaNUM","",2.18271428571429,2.24965714285714
"above","IN",2.00895419387105,-0.883232876712328
"above its","",2.61050724637681,2.47877142857143
"above","JJ",1.14722711864407,-0.811999999999999
"above ma","",3.27,2.2275
"above my","",2.708,2.748
"above NUM-sma","",2.315,2.356
"above NUMd","",2.04763461538461,2.08626923076923
"above NUMday","",1.9,1.941
"above NUMdma","",2.54110909090909,1.58462068965517
"above previous","",2.839,2.941
"above prior","",1.9872,2.02656
"above range","",1.9,1.941
"above","RB",1.32434934497817,1.38352586206897
"above recent","",1.82083333333333,1.860125
"above resistance","",1.95842635658915,1.75936923076923
"above trendline","",2.23783333333333,1.65674193548387
"above vwap","",2.403,2.443
"above we","",3.173,3.214
"above weekly","",2.315,2.356
"absolute","JJ",1.63515789473684,1.78734146341463
"absolutely nothing","",-0.512083333333334,-0.512083333333334
"absolutely","RB",0.583711340206185,0.583785714285714
"absorb","VB",0.275058823529412,0.0264444444444445
"absurd","JJ",0.562285714285714,0.364823529411765
"abv","FW",1.68422222222222,1.70540740740741
"abv","IN",3.46716129032258,2.86548387096774
"abv","NN",2.38371428571429,2.37068534482759
"abv NUMd","",2.82243617021277,2.8603085106383
"abv","RB",1.32626666666667,1.3468
"abv soon","",3.07,3.111
"abv the","",3.8924,3.30933333333333
